"","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","sqft_living15","sqft_lot15","Age","Renovated"
"10393",601450,2,3.25,1840,1500,3,0,0,3,8,1840,0,1910,2500,23,0
"10394",575000,4,2,1810,4400,2,0,0,3,8,1700,110,1470,4400,115,0
"10395",405000,3,1.75,2470,9620,1,0,1,4,7,1570,900,2600,9620,62,0
"10396",518000,4,2.75,2520,14021,2,0,0,3,9,2520,0,2330,14007,25,0
"10397",265000,2,1,1600,7936,1,0,0,3,7,1600,0,1580,7440,77,0
"10398",180000,3,1,1280,4875,1,0,0,5,6,1280,0,1060,4875,55,0
"10399",285000,3,2.5,1590,9736,2,0,0,3,7,1590,0,1580,7500,39,0
"10400",433000,3,2.75,2000,7200,1,0,0,3,7,1000,1000,1440,7200,70,1
"10401",399000,3,1.75,1780,11440,1,0,0,3,8,1350,430,2180,11440,47,0
"10402",565000,3,2.5,1700,7210,2,0,0,5,7,1700,0,1700,7566,58,0
"10403",406500,3,1.5,1970,10080,1,0,0,3,7,1970,0,2240,10080,58,0
"10404",420000,4,1.75,1940,11500,1,0,0,4,7,1090,850,1700,8360,69,0
"10405",965000,4,3.5,3290,5559,1.5,0,0,3,8,2290,1000,1790,6000,118,1
"10406",1375000,4,3.5,3500,9523,2,0,0,3,10,2460,1040,3160,5997,28,0
"10407",353950,5,2.25,3260,7969,2,0,0,4,8,3260,0,2070,7962,42,0
"10408",847700,5,3.25,4230,10260,2,0,0,3,10,3860,370,2980,10997,28,0
"10409",185000,5,1,1590,6700,1.5,0,0,3,6,1090,500,1370,8040,82,0
"10410",269000,2,1.5,1010,6000,1,0,0,4,7,1010,0,1290,6000,101,0
"10411",422800,3,1.75,1820,8400,1,0,0,3,7,1340,480,1900,8112,48,0
"10412",379950,2,1,870,7500,1,0,0,3,7,870,0,1240,5709,77,0
"10413",525000,3,2,1620,7800,1,0,0,3,7,1200,420,1540,7565,55,0
"10414",810000,4,3.5,3980,209523,2,0,2,3,9,3980,0,2220,65775,18,0
"10415",209950,4,1,1630,8400,1,0,0,3,6,1630,0,1190,8989,62,0
"10416",439950,3,2,1230,1613,2,0,0,3,8,1010,220,1610,1873,21,0
"10417",554820,4,2,3510,12905,1,0,2,3,8,2210,1300,2530,16143,59,1
"10418",359000,4,2.5,2160,4500,2,0,0,3,7,2160,0,2160,4496,22,0
"10419",242500,3,1,1020,5870,1,0,0,3,6,1020,0,1160,6901,83,0
"10420",330000,3,1.75,1590,9417,1,0,0,4,7,1590,0,1600,9272,70,0
"10421",740000,3,2.25,3440,44374,2,0,3,4,10,2190,1250,3470,40185,45,0
"10422",630000,5,1,3020,4800,2,0,0,3,7,3020,0,1350,1307,123,0
"10423",750000,3,1.75,2280,7800,1,0,3,4,8,1360,920,2280,5200,83,0
"10424",695000,4,2.5,2790,6540,2,0,0,3,9,2790,0,2790,6270,25,0
"10425",109000,2,0.5,580,6900,1,0,0,3,5,580,0,1570,5040,83,0
"10426",389000,3,1.5,2030,10075,1,0,0,5,7,1080,950,2210,10075,63,0
"10427",447000,2,1,850,2700,1,0,0,5,6,850,0,1630,3000,100,0
"10428",1200000,3,2,2480,13310,1,0,0,2,7,2480,0,2400,11340,69,0
"10429",315000,3,1.75,1010,12000,1,0,0,4,7,1010,0,1080,10619,47,0
"10430",640000,3,2.5,2420,8244,2,0,0,3,10,2420,0,2500,9320,36,0
"10431",570000,3,2.25,2180,9246,2,0,0,3,9,2180,0,2300,9298,40,0
"10432",495000,3,2.75,1830,208216,2,0,0,3,8,1830,0,1530,16988,27,0
"10433",449500,5,2.75,2040,7488,1,0,0,4,7,1200,840,1530,7488,55,0
"10434",1084500,4,2.75,2640,5000,2,0,0,3,9,1840,800,2010,5000,81,1
"10435",294950,2,1,1060,7868,1,0,0,3,7,1060,0,1530,10728,72,0
"10436",170500,3,1,1640,13939,1,0,0,3,7,1040,600,2080,13000,64,0
"10437",312000,4,1,1190,7620,1.5,0,0,3,6,1190,0,1060,7320,98,0
"10438",350000,3,2.5,2180,15484,1,0,0,3,8,2180,0,2090,10775,32,0
"10439",690000,4,2.5,2120,8448,2,0,0,4,9,2120,0,2140,8122,35,0
"10440",375000,4,2.5,2210,9427,2,0,0,3,7,2210,0,1770,8770,25,0
"10441",575000,4,2.5,2510,47044,2,0,0,3,9,2510,0,2600,42612,37,0
"10442",646000,4,2.25,2500,8500,1,0,0,4,8,1600,900,2290,8927,46,0
"10443",239950,3,2.5,1560,4800,2,0,0,4,7,1560,0,1510,12240,50,0
"10444",4e+05,5,2.5,2510,7525,1.5,0,0,4,7,1710,800,1270,6741,95,0
"10445",455000,4,1.75,3060,94089,1,0,0,3,8,3060,0,2180,43995,66,0
"10446",240000,3,2,1310,8069,1,0,0,3,7,1310,0,1310,8392,34,0
"10447",3400000,4,4,4260,11765,2,0,0,3,11,3280,980,4260,10408,85,1
"10448",695000,3,2,2500,4080,1.5,0,0,5,7,1680,820,1550,3060,102,0
"10449",304950,2,1,670,6720,1,0,0,5,6,670,0,710,6720,82,0
"10450",650000,3,1.75,1840,2310,1,0,2,4,8,1140,700,1670,4000,110,0
"10451",402500,3,1.75,1480,2211,2,0,0,3,7,1480,0,1480,2197,29,0
"10452",482000,3,2.5,2420,7307,2,0,0,3,7,2420,0,2420,5577,26,0
"10453",655000,3,2,1820,4480,1,0,0,5,7,1120,700,1920,4480,101,0
"10454",577000,5,2.75,1940,5000,2,0,0,5,7,1940,0,1940,4230,73,0
"10455",350000,3,2.5,1630,5996,2,0,0,3,7,1630,0,1660,4504,38,0
"10456",415000,4,2.25,2520,8000,1,0,2,3,8,1680,840,2300,8000,54,0
"10457",396400,4,2.5,2120,215186,2,0,0,2,7,2120,0,2000,215186,41,0
"10458",654300,3,2.5,2490,8582,2,0,0,3,9,2490,0,2870,7598,24,0
"10459",774950,4,2.5,3410,179419,2,0,0,3,10,3410,0,3350,175421,20,0
"10460",855000,4,2,2380,10800,2,0,2,3,8,2380,0,2112,6600,99,0
"10461",1145000,3,2.5,2490,4000,2,0,0,5,8,1670,820,2310,4000,106,0
"10462",330000,2,2.5,1240,1546,2,0,0,3,7,1240,0,1520,2468,17,0
"10463",290000,4,2.25,1900,10950,1,0,0,4,7,1400,500,1700,11850,65,0
"10464",519500,3,3,2390,19454,1.5,0,0,3,8,2390,0,1540,26979,16,0
"10465",450000,3,1.75,1810,12600,1,0,0,3,7,1400,410,1934,12600,47,0
"10466",3120000,3,3.5,4490,56609,2,1,4,3,12,4490,0,2710,51330,31,0
"10467",265000,3,1,1620,9450,1.5,0,0,3,7,1620,0,2070,11970,96,0
"10468",359000,4,2.5,2640,7883,2,0,0,3,8,2640,0,2150,7683,34,0
"10469",2e+06,4,3.75,2870,4500,2,0,3,3,10,2510,360,2870,6354,12,0
"10470",1050000,4,2.5,3250,48037,1,0,2,3,8,2030,1220,2970,48037,39,0
"10471",402500,2,1,800,2280,1,0,0,5,6,800,0,1310,4200,78,0
"10472",450000,3,1.75,1360,5445,1,0,0,4,7,1360,0,1570,7840,67,0
"10473",262500,5,2.25,1950,8086,1,0,0,3,7,1130,820,1670,8550,44,0
"10474",285000,4,2.25,1970,7200,2,0,0,3,8,1970,0,1790,7500,45,0
"10475",290000,3,2.5,2020,4861,2,0,0,3,7,2020,0,2170,4600,19,0
"10476",752500,2,2.5,2280,6230,1,0,0,3,8,2280,0,1640,5931,19,0
"10477",820000,4,2.75,3540,13515,2,0,0,3,10,3540,0,3540,11538,26,0
"10478",292000,3,2.5,1560,2740,2,0,0,3,8,1560,0,1310,2698,25,0
"10479",213000,2,1,750,6089,1,0,2,3,6,750,0,1430,6451,87,0
"10480",4e+05,4,3,2240,7035,2,0,0,3,7,2240,0,1060,6300,82,1
"10481",202000,1,0.75,590,5650,1,0,0,3,6,590,0,980,5650,80,0
"10482",484000,1,0,690,23244,1,0,0,4,7,690,0,1690,19290,76,0
"10483",617450,3,2,1580,14398,1,0,0,3,7,1080,500,1650,14407,43,0
"10484",250000,3,1,1040,8000,1,0,0,4,7,1040,0,1170,9450,68,0
"10485",405000,5,1.75,1880,10000,1,0,0,3,7,960,920,1580,10000,61,0
"10486",325000,2,1,1070,8750,1,0,0,3,7,1070,0,1300,9670,73,0
"10487",301350,3,3,1860,7440,1,0,0,5,7,1040,820,1490,8160,70,0
"10488",425000,2,1.75,1550,7800,1,0,0,3,7,1050,500,1370,5000,84,0
"10489",460000,3,1,1860,6360,1,0,0,3,8,1470,390,1770,6175,70,0
"10490",938000,3,2.5,3090,10940,2,0,2,3,10,3090,0,3410,12157,32,0
"10491",348000,3,1.75,1720,8867,1,0,0,3,8,1320,400,2200,9170,39,0
"10492",435000,2,1,1260,4080,1.5,0,0,5,7,1260,0,1720,4080,98,0
"10493",227950,3,1.5,1120,11430,1,0,0,4,7,1120,0,1790,8760,61,0
"10494",425000,2,1,1250,5880,1,0,0,3,6,900,350,1520,5020,76,0
"10495",550000,3,2,1810,4064,1.5,0,0,3,7,1810,0,1518,2945,99,0
"10496",347500,3,2.5,1890,7053,2,0,0,4,8,1890,0,2000,7226,32,0
"10497",397000,4,1.75,2020,6000,1,0,0,3,7,1620,400,1870,4000,65,0
"10498",410000,4,1.75,1790,11875,1,0,0,4,7,1490,300,1870,11760,55,0
"10499",780000,3,3.5,3190,6776,2,0,0,3,10,3190,0,3230,7189,26,0
"10500",1350000,4,3.25,3030,5164,1.5,0,0,5,9,2700,330,1890,4415,99,0
"10501",476000,3,2.25,1630,3070,2,0,0,3,7,1630,0,1690,3200,20,0
"10502",390000,3,1.75,1180,16552,1,0,0,4,7,1180,0,2780,45302,57,0
"10503",226500,3,2,1560,7000,1,0,0,4,7,1560,0,1560,7200,56,0
"10504",495000,3,2,1340,2550,2,0,0,3,7,1340,0,1370,5100,40,0
"10505",1500000,5,3.25,2590,11500,1,0,2,4,9,2590,0,2780,11989,56,0
"10506",385000,3,1,1020,5950,1,0,0,3,6,880,140,1800,5950,74,0
"10507",535950,3,2.5,2370,5344,2,0,0,3,9,2370,0,2990,5418,21,0
"10508",910000,4,2.5,3170,32430,2.5,0,0,3,10,3170,0,3360,35610,35,0
"10509",465000,2,1,1120,4000,1,0,0,3,7,1120,0,1620,4000,98,0
"10510",495000,3,1.75,1440,11787,1,0,0,3,8,1440,0,2190,11787,41,0
"10511",250000,4,2,2170,5404,1.5,0,0,5,6,1470,700,1030,5477,104,0
"10512",1225000,4,2.25,3490,6906,2,0,0,4,10,2280,1210,2540,6223,96,0
"10513",4e+05,4,2.25,1970,8941,2,0,0,3,7,1970,0,1880,7793,51,0
"10514",715000,4,2.5,2780,13521,2,0,0,3,10,2780,0,2980,11454,37,0
"10515",342000,3,2,2250,7757,1,0,0,3,8,2250,0,1970,6866,32,0
"10516",420000,4,1.75,1340,8400,1,0,0,5,7,1340,0,1980,8400,57,0
"10517",148226,3,1,1400,7360,1,0,0,4,7,1400,0,1600,8030,56,0
"10518",313000,3,1,1510,10369,1,0,0,4,7,1010,500,1510,16057,56,0
"10519",150000,3,1,1320,8220,1,0,0,3,7,1320,0,1320,7920,65,0
"10520",150000,2,1,820,10270,1,0,0,3,7,820,0,1670,10086,70,0
"10521",230000,2,1,1080,9435,1,0,0,3,6,1080,0,1200,9210,66,0
"10522",389100,2,1,840,5400,1,0,0,4,7,840,0,1340,5400,76,0
"10523",645000,4,2.25,2070,8720,1,0,0,5,8,1360,710,2180,8510,50,0
"10524",310000,3,1,1520,6500,1,0,0,3,7,990,530,1500,7500,66,0
"10525",351358,2,1.75,1210,1189,2,0,0,3,8,1210,0,1540,1672,10,0
"10526",1700000,5,2.75,3810,9360,2,0,0,3,10,3810,0,2110,9870,10,0
"10527",1565000,4,3.5,5370,323215,2,0,0,3,10,5370,0,3780,9891,22,0
"10528",850000,3,2,1540,3600,2,0,0,3,8,1540,0,2970,3600,124,1
"10529",470000,4,2.5,2310,14023,2,0,0,3,9,2310,0,2410,14007,33,0
"10530",770000,3,2.25,1870,1900,3,0,0,3,8,1870,0,1690,1694,16,0
"10531",366000,3,1.75,1840,11440,1,0,0,4,8,1340,500,1940,11440,47,0
"10532",545000,3,2.5,2060,7184,2,0,0,3,8,2060,0,2230,7788,37,0
"10533",205000,3,1,1010,8800,1,0,0,4,7,1010,0,1550,7700,56,0
"10534",405000,2,1,1020,8155,1,0,0,4,7,1020,0,1430,8157,76,0
"10535",467000,4,2.5,2220,7210,1,0,0,3,7,1270,950,2220,7313,51,0
"10536",392500,2,1,1050,4125,1,0,0,4,7,1050,0,1650,4125,115,0
"10537",901000,4,2.75,3030,18400,1.5,0,3,3,9,2360,670,3030,12486,51,0
"10538",5e+05,3,1.75,1800,7199,1,0,0,3,7,1300,500,1800,8100,52,0
"10539",384950,3,2.5,1860,3690,2,0,0,3,7,1860,0,1870,4394,24,0
"10540",1700000,4,3.5,4070,336283,2,0,0,3,11,4070,0,3020,44613,18,0
"10541",245000,2,1,860,6120,1,0,0,3,7,860,0,1100,6860,76,0
"10542",1165000,4,2.25,3080,10487,2,0,0,4,9,3080,0,2480,10607,56,0
"10543",184500,3,1.5,1280,3640,2,0,0,3,6,1280,0,1150,4105,41,0
"10544",269000,2,2,1540,5000,1.5,0,0,3,8,1540,0,1590,5000,38,0
"10545",570000,3,2.5,1530,3296,2,0,0,3,8,1530,0,1530,4099,26,0
"10546",850000,4,1.75,2350,11914,1,0,0,4,8,2350,0,2240,10706,63,0
"10547",209000,3,1,920,5200,1,0,0,4,6,920,0,920,4875,55,0
"10548",327000,4,1.75,1840,5100,1,0,0,4,5,1840,0,2160,5400,91,0
"10549",369500,3,1.5,1650,9957,1,0,0,4,7,1100,550,1650,7957,63,0
"10550",440000,3,1.75,1760,8025,1,0,0,4,7,1230,530,1590,7543,48,0
"10551",947500,4,2.25,3290,12329,1.5,0,0,4,10,3290,0,3170,12329,56,0
"10552",510000,2,1,1270,4500,1.5,0,0,4,7,1270,0,2140,4550,105,0
"10553",385000,3,2,1600,10318,1,0,0,3,7,930,670,1590,7040,83,0
"10554",370000,5,3,2670,9920,1,0,0,3,8,1400,1270,1890,10341,34,0
"10555",660000,4,1.5,1960,4500,1.5,0,2,3,7,1960,0,1960,4500,102,0
"10556",729000,3,4.25,3300,308080,2,0,2,4,9,2520,780,2130,90604,48,0
"10557",440000,3,1.75,2000,11880,2,0,0,3,8,2000,0,1820,15120,45,0
"10558",445000,4,2.5,2360,81892,1,0,0,3,8,2360,0,1730,18096,24,0
"10559",460000,2,1,1430,12092,1,0,0,4,7,1430,0,2320,10800,86,0
"10560",516000,3,3,2330,7304,1,0,0,3,9,1300,1030,2330,9518,53,0
"10561",343888,4,2.5,2060,5607,2,0,0,3,7,2060,0,2060,5367,22,0
"10562",5e+05,4,1.75,2240,9886,1.5,0,0,4,7,2240,0,1540,8040,59,0
"10563",465000,5,1.75,2330,6450,1,0,1,3,8,1330,1000,2330,8258,66,0
"10564",302000,5,2.25,2180,7813,2,0,0,3,7,2180,0,1880,8649,38,0
"10565",195000,2,1,1280,7861,1,0,0,4,6,1280,0,1020,6480,111,0
"10566",640000,3,2.5,2140,8925,2,0,0,3,8,2140,0,2310,8956,33,0
"10567",502000,6,2.5,2890,8122,1,0,0,3,8,1630,1260,2730,9915,47,0
"10568",360000,3,2.5,1480,3851,2,0,0,3,8,1480,0,1650,4716,26,0
"10569",290500,4,2.5,1680,3000,2,0,0,3,7,1680,0,1420,5500,21,0
"10570",248000,4,3,2163,5883,2,0,0,3,7,2163,0,1700,10143,18,0
"10571",433000,4,2.5,2280,7568,2,0,0,4,7,2280,0,2280,5312,23,0
"10572",480000,2,1,820,4200,1,0,0,3,7,820,0,1290,4000,44,0
"10573",410000,3,1,1330,5000,1,0,0,3,7,1120,210,1920,7790,67,0
"10574",309950,4,2.75,2310,5000,2,0,0,3,7,2310,0,1980,5000,18,0
"10575",253000,3,2,1290,7372,1,0,0,5,7,1290,0,1290,7366,34,0
"10576",280000,3,1.75,1630,11800,1,0,0,4,7,1630,0,2090,57428,53,0
"10577",440000,3,1,1410,8925,1,0,0,3,7,1410,0,1330,8925,66,0
"10578",333000,5,1.75,1240,8936,1,0,0,3,7,1240,0,1600,9341,70,0
"10579",759950,3,2.5,3100,23790,2,0,0,3,9,3100,0,2250,40854,22,0
"10580",345000,3,2.25,2020,9000,2,0,0,3,7,2020,0,1460,9680,45,0
"10581",350000,4,2.5,2500,5831,2,0,0,3,8,2500,0,2500,5188,17,0
"10582",198000,2,1,790,14200,1,0,0,3,7,790,0,1430,10000,73,0
"10583",730000,3,1.75,2040,11294,1,0,0,4,7,1340,700,2120,9587,72,0
"10584",266200,3,1.5,1430,9600,1,0,0,4,7,1430,0,1590,10240,58,0
"10585",1060000,4,2.5,2250,10160,2,0,0,5,8,2250,0,2660,10125,57,0
"10586",95000,2,1,1070,20450,1,0,0,2,6,1070,0,1360,15581,76,0
"10587",430000,3,1.75,1300,12731,1,0,0,3,8,1300,0,1700,13556,43,0
"10588",650000,4,2.25,2560,9731,2,0,0,4,7,2560,0,1860,9731,51,0
"10589",379900,3,2.5,2190,5071,2,0,0,3,8,2190,0,2300,5654,20,0
"10590",325000,2,1.5,940,1222,2,0,0,3,7,860,80,1302,1840,20,0
"10591",455000,4,2.25,1740,8449,1,0,0,4,7,1170,570,1980,11175,66,0
"10592",392000,4,3.75,2220,3797,1.5,0,0,4,6,1330,890,1490,4340,107,0
"10593",373000,3,1.75,1310,7811,1,0,0,3,7,1310,0,1530,7800,48,0
"10594",951250,5,3,2710,8227,1,0,2,3,8,1910,800,2060,5400,71,0
"10595",502000,3,2,1300,14350,1,0,0,3,7,1300,0,1520,10670,69,1
"10596",362500,3,2,1940,40588,1,0,0,3,7,1940,0,1860,9657,24,0
"10597",525000,2,1,1080,3500,1,0,3,3,7,1080,0,1790,4000,100,0
"10598",580000,4,2.5,2110,11680,1,0,0,4,7,1420,690,1890,9600,47,0
"10599",278000,3,2.25,1590,9425,1,0,0,3,7,1170,420,1590,9394,39,0
"10600",422500,2,1,910,4800,1,0,0,4,7,910,0,1450,5000,101,0
"10601",783200,4,2,1590,5400,1,0,2,3,7,990,600,2190,4800,124,0
"10602",715000,4,2.5,3290,6628,2,0,0,3,9,3290,0,3240,5831,21,0
"10603",472217,3,2.5,2010,2212,2,0,0,3,8,1390,620,1690,1619,10,0
"10604",244615,3,2.5,2060,4030,2,0,0,3,7,2060,0,2060,4029,25,0
"10605",385000,3,1.75,1560,14288,1,0,0,3,6,780,780,1320,8928,80,0
"10606",549995,3,1,1120,6600,1,0,0,3,7,1120,0,1300,6600,81,0
"10607",959900,4,3.75,3550,15151,2,0,0,3,11,3550,0,4340,15151,20,0
"10608",510000,6,4.5,3300,7200,2,0,0,3,8,3300,0,2470,7561,44,0
"10609",367000,3,1.75,2000,12669,1,0,3,4,7,1200,800,1580,12055,59,0
"10610",375000,5,3,2680,8410,2,0,0,3,8,1810,870,1860,8410,34,0
"10611",5e+05,2,2.25,1290,1334,3,0,0,3,8,1290,0,1350,1334,17,0
"10612",489000,2,2.25,1290,1334,3,0,0,3,8,1290,0,1350,1334,17,0
"10613",340000,3,2,1150,700,2,0,0,3,7,800,350,1060,1910,24,0
"10614",562000,3,1.75,1880,5978,1,0,0,5,7,940,940,1930,4770,67,0
"10615",489950,3,2.5,2400,7478,2,0,0,3,9,2400,0,2980,8182,22,0
"10616",652000,3,2.25,1920,9600,1,0,0,4,8,1560,360,2040,9600,56,0
"10617",472000,4,3.25,4350,7090,2,0,0,3,8,2870,1480,2490,7266,25,0
"10618",333000,4,2.5,1910,9244,1,0,0,4,6,1910,0,2590,9286,61,0
"10619",560000,3,1.5,2000,7350,1,0,0,3,8,2000,0,1890,6960,71,0
"10620",799000,4,3.5,3290,20107,2,0,4,3,10,2220,1070,2990,16988,34,0
"10621",860000,5,2.25,3480,9200,2,0,0,3,8,3480,0,3130,9200,45,0
"10622",449500,4,2.5,2410,55931,2,0,0,3,9,2410,0,2780,55931,35,0
"10623",692500,4,3,2820,11500,2,0,0,3,10,2820,0,2770,9694,33,0
"10624",925000,4,1.75,2710,11400,1,0,0,4,9,1430,1280,2640,11000,48,0
"10625",267500,3,2.25,2080,2856,1.5,0,0,3,7,1550,530,2080,2275,21,0
"10626",396800,4,2.5,2200,6018,2,0,0,3,8,2200,0,2480,5899,14,0
"10627",220000,4,1.5,1180,8058,1,0,0,5,7,1180,0,1800,9348,55,0
"10628",892500,3,1.75,2120,56192,1,0,1,3,9,1720,400,2240,20500,65,0
"10629",455500,3,2,1460,10311,1,0,0,4,7,1460,0,1690,9679,49,0
"10630",743000,3,1.75,2110,11250,1,0,0,4,8,2110,0,2560,10992,63,0
"10631",338000,4,1.5,1790,17925,1,0,0,4,6,1790,0,1660,15165,73,0
"10632",332000,3,1.75,1340,13115,1,0,0,3,7,1340,0,1370,10800,46,0
"10633",563225,3,1,2460,4000,1.5,0,0,4,7,1370,1090,1680,4000,106,0
"10634",1150000,4,3.5,3760,20609,2,0,0,3,11,3760,0,3360,15761,34,0
"10635",645000,2,1,1240,5000,1,0,0,3,7,1000,240,1480,3500,104,0
"10636",739000,3,2.5,2750,16000,2,0,0,4,9,2560,190,2370,11279,43,0
"10637",435000,3,2.5,2530,13446,2,0,0,3,9,2530,0,2450,13446,31,0
"10638",995000,3,2.25,3200,3800,2,0,0,5,9,2650,550,2400,3900,110,0
"10639",520000,4,2.75,2020,7357,1,0,0,3,7,1350,670,1690,7804,38,0
"10640",4e+05,4,2.5,3030,180263,2,0,0,3,7,2030,1000,2600,182509,37,0
"10641",440000,3,1.75,2350,7641,1,0,0,3,7,1510,840,2190,7500,46,0
"10642",440000,3,1.5,1690,6010,1,0,0,3,7,1230,460,1690,5418,78,0
"10643",738000,3,1,1280,3900,1,0,0,4,7,1280,0,2020,4560,103,0
"10644",250000,3,1.5,1170,9848,1,0,0,3,7,1170,0,2220,5542,61,0
"10645",338150,4,2.25,2700,8580,2,0,0,3,8,2700,0,2420,8580,32,0
"10646",425000,3,2.25,1800,7371,1,0,0,3,7,1280,520,1960,7675,45,0
"10647",883000,4,2.5,3670,54450,2,0,0,3,10,3670,0,2900,49658,25,0
"10648",510000,3,2,2350,266151,1.5,0,0,3,7,2350,0,2270,222156,41,0
"10649",950000,4,1.75,3100,21303,1,0,1,4,9,3100,0,3480,9697,62,0
"10650",435000,3,1,1120,9656,1,0,0,5,7,1120,0,1720,9908,69,0
"10651",415000,5,1.5,1900,10226,1,0,0,3,7,1130,770,1690,10227,63,0
"10652",439000,2,2.5,1350,944,2,0,0,3,9,870,480,1440,1350,20,0
"10653",295832,5,1,1410,6400,1,0,0,5,7,960,450,1400,6500,69,0
"10654",285000,3,1.75,1560,9514,1,0,0,4,7,1560,0,1550,9600,57,0
"10655",350000,3,1.5,1090,5003,1,0,0,3,7,1090,0,1540,5279,62,0
"10656",489000,2,2.75,1465,972,2,0,0,3,7,1050,415,1480,1430,18,0
"10657",304500,3,2.25,1790,6930,1,0,0,3,7,1390,400,1810,7420,50,0
"10658",288000,3,1.5,1300,7313,1,0,0,4,7,1300,0,1770,8075,56,0
"10659",417000,3,1.75,1920,9512,1,0,0,3,8,1440,480,1820,9512,44,0
"10660",615000,3,3,1420,991,2,0,0,3,8,1040,380,1500,1301,19,0
"10661",730000,5,3.5,3760,4857,2,0,3,3,9,2820,940,3000,5693,20,0
"10662",178500,2,1,930,3447,1,0,0,4,8,930,0,1160,3447,46,0
"10663",3e+05,4,2,1580,9600,1,0,0,5,7,1050,530,1710,9600,59,0
"10664",415000,4,2.5,2170,8518,1,0,3,3,7,1350,820,1880,7680,69,0
"10665",452500,3,1.75,2040,15695,1,0,0,4,8,2040,0,2280,14400,65,0
"10666",1010000,4,2.75,3430,15877,1,0,4,3,11,3430,0,4080,14577,19,0
"10667",653000,4,2.5,2160,7000,2,0,0,4,9,2160,0,2300,7440,35,0
"10668",715000,4,2.25,2060,5649,1,0,0,5,8,1360,700,2060,5626,83,0
"10669",541000,3,1.75,1410,4080,1.5,0,0,4,7,1410,0,1820,4080,97,0
"10670",245000,4,1.5,1850,7547,1.5,0,0,4,7,1850,0,1730,7577,64,0
"10671",547000,2,1,1370,10038,1.5,0,0,4,7,1370,0,1610,8822,102,0
"10672",750000,5,2.75,3330,12408,1,0,0,3,10,1740,1590,2780,12000,48,0
"10673",575000,5,2.5,1970,12375,1,0,0,3,8,1570,400,1970,8941,65,0
"10674",216000,3,1.75,1310,8670,1,0,0,4,6,1310,0,2622,7191,40,0
"10675",443000,3,1.75,1640,4579,1,0,0,4,6,1640,0,1580,5040,108,0
"10676",257700,4,2.25,1600,6202,2,0,0,4,7,1600,0,1530,6298,38,0
"10677",278000,3,1,1230,9440,1,0,0,3,7,1230,0,1230,10296,46,0
"10678",3e+05,3,2.5,2240,3691,2,0,0,3,7,2240,0,2619,3691,21,0
"10679",269100,3,2.5,2190,7904,2,0,0,3,8,2190,0,2190,7669,29,0
"10680",402500,3,1,990,10752,1.5,0,0,4,7,990,0,1820,7600,95,0
"10681",306888,2,1.5,1010,7719,2,0,0,3,7,1010,0,1210,7719,43,0
"10682",795000,4,2.5,2920,14210,2,0,0,4,10,2920,0,2840,13702,46,0
"10683",525000,4,2.5,2310,5573,2,0,0,4,9,2310,0,2310,6189,21,0
"10684",1050000,3,2.5,3470,12076,2,0,3,3,10,2560,910,3590,17677,36,0
"10685",452000,2,1,1220,6000,1,0,0,3,6,880,340,1220,6840,86,0
"10686",350000,3,2.25,1550,5401,2,0,0,3,7,1550,0,1740,4485,24,0
"10687",410000,4,2.5,2070,6180,2,0,0,3,8,2070,0,1250,6018,17,0
"10688",595000,3,1.75,2060,3600,1.5,0,0,3,7,1180,880,1730,2475,119,1
"10689",499000,3,2.5,1690,4851,2,0,0,3,7,1690,0,2330,4851,20,0
"10690",340000,4,2.5,2550,7555,2,0,0,3,8,2550,0,2550,6800,23,0
"10691",1065000,5,3.25,3370,7947,2,0,0,3,10,3370,0,2040,7900,23,0
"10692",460000,4,3,2230,52983,2,0,0,3,8,2230,0,2060,8755,33,0
"10693",345000,4,2.5,2382,5899,2,0,0,3,8,2382,0,2382,5897,13,0
"10694",280500,3,2.25,1620,7566,2,0,0,3,7,1620,0,1470,7566,34,0
"10695",704000,3,1,1140,6120,1.5,0,0,3,7,1140,0,1800,4080,98,0
"10696",545000,3,2.5,2140,40173,2,0,0,4,8,2140,0,2380,43016,34,0
"10697",335000,3,1.5,1900,7584,1,0,0,5,7,1900,0,1410,7584,62,0
"10698",1325000,4,3,3370,7920,1,0,3,3,10,1860,1510,2730,7380,36,0
"10699",420000,3,2.75,2300,8000,1,0,0,3,7,1430,870,2070,10200,59,0
"10700",705000,4,2,2040,5050,1,0,0,5,7,1160,880,2040,5050,87,0
"10701",274900,4,1.75,1840,10528,1,0,0,3,7,1210,630,1620,9331,34,0
"10702",499950,4,2.5,2860,3345,2,0,0,3,8,2190,670,2860,3596,20,0
"10703",415250,3,1.5,1400,7550,1,0,0,4,7,1400,0,1730,7562,71,0
"10704",222000,3,1,990,7520,1,0,0,4,7,990,0,990,7440,66,0
"10705",375000,3,2,3120,42247,1,0,0,4,7,2150,970,2100,43416,44,0
"10706",3e+05,3,2.5,1640,5707,2,0,0,3,7,1640,0,1850,5827,29,0
"10707",456700,3,1.75,2820,8879,1,0,0,5,7,1540,1280,1640,7850,104,1
"10708",925500,3,2.75,1970,5200,1.5,0,3,3,8,1970,0,2140,5200,109,1
"10709",375000,5,2.5,2840,15598,1,0,0,4,8,1470,1370,2570,14930,49,0
"10710",420000,3,2.5,2370,15375,2,0,2,3,9,2370,0,2450,9800,31,0
"10711",575000,3,2.5,2610,7301,2,0,0,3,8,2610,0,2460,7181,20,0
